,Empty_droplet_sum,Cell_sum,Soup_probability,Selected
AL627309.1,24.0,19.0,0.5581395348837209,False
AL627309.3,1.0,0.0,1.0,False
AL627309.4,2.0,0.0,1.0,False
AL732372.1,174.0,132.0,0.5686274509803921,False
AC114498.1,64.0,37.0,0.6336633663366337,False
AL669831.2,0.0,5.0,0.0,True
AL669831.5,50.0,159.0,0.2392344497607655,True
LINC00115,12.0,30.0,0.2857142857142857,True
FAM41C,26.0,48.0,0.3513513513513513,True
AL645608.3,2.0,0.0,1.0,False
SAMD11,5.0,11.0,0.3125,True
NOC2L,1040.0,1395.0,0.4271047227926078,False
KLHL17,151.0,331.0,0.3132780082987552,True
PLEKHN1,114.0,191.0,0.3737704918032787,True
PERM1,5.0,13.0,0.2777777777777778,True
AL645608.8,11.0,19.0,0.3666666666666666,True
HES4,1570.0,2344.0,0.4011241696474195,True
ISG15,35176.0,33293.0,0.513750748513926,False
AL645608.2,0.0,4.0,0.0,True
AGRN,761.0,1683.0,0.3113747954173486,True
RNF223,326.0,603.0,0.3509149623250807,True
C1orf159,488.0,741.0,0.3970707892595606,True
LINC01342,2.0,0.0,1.0,False
AL390719.2,2.0,0.0,1.0,False
TTLL10-AS1,1.0,0.0,1.0,False
TTLL10,11.0,9.0,0.55,False
TNFRSF4,9.0,6.0,0.6,False
SDF4,11094.0,11989.0,0.4806134384612052,False
B3GALT6,463.0,813.0,0.3628526645768025,True
C1QTNF12,795.0,835.0,0.4877300613496932,False
AL162741.1,1.0,6.0,0.1428571428571428,True
UBE2J2,1612.0,1910.0,0.457694491766042,False
LINC01786,4.0,0.0,1.0,False
SCNN1D,31.0,47.0,0.3974358974358974,True
ACAP3,591.0,1136.0,0.3422119281991893,True
PUSL1,533.0,647.0,0.4516949152542373,False
INTS11,1130.0,1651.0,0.4063286587558432,True
CPTP,514.0,527.0,0.4937560038424591,False
TAS1R3,4.0,4.0,0.5,False
DVL1,1733.0,2110.0,0.4509497788186313,False
MXRA8,3834.0,4793.0,0.4444186855221977,False
AURKAIP1,8168.0,9236.0,0.4693173982992416,False
CCNL2,1761.0,3255.0,0.3510765550239234,True
MRPL20,7369.0,7800.0,0.485793394422836,False
AL391244.3,11.0,34.0,0.2444444444444444,True
ANKRD65,33.0,126.0,0.2075471698113207,True
TMEM88B,1.0,0.0,1.0,False
LINC01770,7.0,9.0,0.4375,False
VWA1,3294.0,7517.0,0.3046896679308112,True
ATAD3C,40.0,62.0,0.392156862745098,True
ATAD3B,322.0,436.0,0.4248021108179419,False
ATAD3A,712.0,728.0,0.4944444444444444,False
TMEM240,32.0,45.0,0.4155844155844156,True
SSU72,4122.0,5859.0,0.4129846708746618,True
AL645728.1,33.0,101.0,0.2462686567164179,True
FNDC10,17.0,54.0,0.2394366197183098,True
AL691432.2,42.0,62.0,0.4038461538461538,True
MIB2,565.0,889.0,0.3885832187070151,True
MMP23B,59.0,114.0,0.3410404624277456,True
CDK11B,1178.0,1342.0,0.4674603174603174,False
FO704657.1,33.0,31.0,0.515625,False
SLC35E2B,186.0,317.0,0.3697813121272366,True
CDK11A,445.0,617.0,0.4190207156308851,False
SLC35E2A,137.0,217.0,0.3870056497175141,True
NADK,1470.0,1161.0,0.5587229190421893,False
GNB1,6957.0,7545.0,0.4797269342159702,False
AL109917.1,11.0,5.0,0.6875,False
CALML6,3.0,7.0,0.3,True
TMEM52,43.0,74.0,0.3675213675213675,True
CFAP74,77.0,75.0,0.506578947368421,False
AL391845.2,2.0,0.0,1.0,False
GABRD,6.0,11.0,0.3529411764705882,True
AL391845.1,3.0,0.0,1.0,False
PRKCZ,8439.0,6689.0,0.5578397673188789,False
AL590822.2,54.0,172.0,0.2389380530973451,True
PRKCZ-AS1,6.0,13.0,0.3157894736842105,True
FAAP20,2904.0,4355.0,0.4000551040088166,True
SKI,272.0,344.0,0.4415584415584415,False
MORN1,38.0,63.0,0.3762376237623762,True
RER1,7312.0,10933.0,0.4007673335160318,True
PEX10,593.0,617.0,0.4900826446280992,False
PLCH2,1.0,0.0,1.0,False
AL139246.1,0.0,3.0,0.0,True
PANK4,441.0,381.0,0.5364963503649635,False
HES5,12.0,44.0,0.2142857142857142,True
AL139246.5,115.0,226.0,0.3372434017595307,True
TNFRSF14-AS1,1.0,0.0,1.0,False
TNFRSF14,43.0,87.0,0.3307692307692307,True
FAM213B,16.0,8.0,0.6666666666666666,False
TTC34,2.0,7.0,0.2222222222222222,True
LINC00982,1.0,0.0,1.0,False
PRDM16,45.0,136.0,0.2486187845303867,True
ARHGEF16,2061.0,3333.0,0.382091212458287,True
AL512413.1,16.0,64.0,0.2,True
MEGF6,34.0,129.0,0.2085889570552147,True
TPRG1L,1585.0,1387.0,0.5333109017496636,False
WRAP73,514.0,672.0,0.433389544688027,False
TP73,6.0,16.0,0.2727272727272727,True
CCDC27,4.0,0.0,1.0,False
SMIM1,1967.0,2931.0,0.4015924867292773,True
LRRC47,1279.0,1246.0,0.5065346534653465,False
AL365330.1,11.0,15.0,0.4230769230769231,False
CEP104,877.0,1049.0,0.4553478712357217,False
DFFB,343.0,562.0,0.3790055248618784,True
C1orf174,863.0,1509.0,0.3638279932546374,True
LINC01134,12.0,17.0,0.4137931034482758,True
LINC01346,1.0,0.0,1.0,False
AL805961.1,3.0,5.0,0.375,True
AL805961.2,11.0,10.0,0.5238095238095238,False
AJAP1,0.0,3.0,0.0,True
NPHP4,46.0,58.0,0.4423076923076923,False
KCNAB2,19.0,29.0,0.3958333333333333,True
CHD5,1.0,7.0,0.125,True
RPL22,52489.0,55381.0,0.486594975433392,False
AL031847.1,5.0,3.0,0.625,False
RNF207,223.0,593.0,0.2732843137254901,True
ICMT,2166.0,1762.0,0.5514256619144603,False
LINC00337,104.0,117.0,0.4705882352941176,False
GPR153,2.0,0.0,1.0,False
ACOT7,897.0,550.0,0.6199032480995162,False
AL031848.2,9.0,37.0,0.1956521739130435,True
HES2,2242.0,1561.0,0.5895345779647646,False
ESPN,134.0,167.0,0.4451827242524916,False
TNFRSF25,330.0,776.0,0.298372513562387,True
PLEKHG5,336.0,413.0,0.4485981308411215,False
NOL9,495.0,505.0,0.495,False
TAS1R1,1.0,3.0,0.25,True
ZBTB48,204.0,334.0,0.379182156133829,True
KLHL21,350.0,327.0,0.51698670605613,False
PHF13,574.0,679.0,0.4581005586592179,False
THAP3,267.0,327.0,0.4494949494949495,False
DNAJC11,1044.0,1021.0,0.5055690072639225,False
LINC01672,3.0,0.0,1.0,False
AL591163.1,1.0,8.0,0.1111111111111111,True
CAMTA1,3271.0,3575.0,0.4777972538708735,False
VAMP3,2207.0,2501.0,0.4687765505522515,False
PER3,34.0,88.0,0.2786885245901639,True
TNFRSF9,10.0,30.0,0.25,True
PARK7,9193.0,10314.0,0.4712667247654688,False
AL034417.4,4.0,43.0,0.0851063829787234,True
AL034417.3,8.0,82.0,0.0888888888888888,True
ERRFI1,8072.0,5506.0,0.5944910885255561,False
AL034417.2,34.0,54.0,0.3863636363636363,True
LINC01714,20.0,10.0,0.6666666666666666,False
AL358876.2,3.0,0.0,1.0,False
SLC45A1,1.0,0.0,1.0,False
RERE,2432.0,3805.0,0.3899310565977232,True
ENO1,22811.0,27570.0,0.452769893412199,False
ENO1-AS1,9.0,21.0,0.3,True
CA6,1.0,0.0,1.0,False
SLC2A5,50.0,62.0,0.4464285714285714,False
GPR157,1077.0,1926.0,0.3586413586413586,True
MIR34AHG,21.0,63.0,0.25,True
LINC01759,43.0,73.0,0.3706896551724138,True
H6PD,715.0,945.0,0.4307228915662651,False
SPSB1,17.0,11.0,0.6071428571428571,False
AL928921.2,2.0,0.0,1.0,False
SLC25A33,363.0,408.0,0.4708171206225681,False
TMEM201,94.0,97.0,0.4921465968586387,False
PIK3CD,38.0,74.0,0.3392857142857143,True
PIK3CD-AS2,187.0,305.0,0.3800813008130081,True
CLSTN1,952.0,1247.0,0.4329240563892678,False
CTNNBIP1,716.0,1015.0,0.413633737723859,True
AL357140.1,1.0,0.0,1.0,False
LZIC,1050.0,1460.0,0.4183266932270916,False
NMNAT1,199.0,248.0,0.4451901565995526,False
RBP7,4.0,0.0,1.0,False
UBE4B,747.0,997.0,0.4283256880733945,False
KIF1B,856.0,1070.0,0.4444444444444444,False
AL139424.3,14.0,21.0,0.4,True
AL139424.2,4.0,16.0,0.2,True
PGD,2376.0,2409.0,0.496551724137931,False
CENPS-CORT,9.0,8.0,0.5294117647058824,False
CENPS,45.0,85.0,0.3461538461538461,True
CORT,0.0,3.0,0.0,True
DFFA,1142.0,1498.0,0.4325757575757575,False
AL354956.1,4.0,7.0,0.3636363636363636,True
PEX14,441.0,549.0,0.4454545454545454,False
CASZ1,21.0,27.0,0.4375,False
AL139423.1,2.0,0.0,1.0,False
TARDBP,2357.0,2434.0,0.4919640993529534,False
AL109811.4,3.0,0.0,1.0,False
MASP2,2.0,4.0,0.3333333333333333,True
AL109811.3,11.0,19.0,0.3666666666666666,True
SRM,4135.0,4600.0,0.4733829421866056,False
EXOSC10,1069.0,1104.0,0.4919466175793833,False
AL109811.1,3.0,7.0,0.3,True
AL109811.2,5.0,13.0,0.2777777777777778,True
MTOR,645.0,803.0,0.4454419889502762,False
ANGPTL7,1.0,0.0,1.0,False
UBIAD1,328.0,414.0,0.4420485175202156,False
LINC01647,1.0,0.0,1.0,False
AL031731.1,3.0,5.0,0.375,True
FBXO2,421.0,342.0,0.5517693315858454,False
FBXO44,65.0,156.0,0.2941176470588235,True
FBXO6,646.0,723.0,0.4718772826880935,False
MAD2L2,1291.0,1399.0,0.4799256505576208,False
DRAXIN,25.0,28.0,0.4716981132075472,False
AGTRAP,1944.0,3159.0,0.3809523809523809,True
C1orf167,23.0,24.0,0.4893617021276595,False
MTHFR,302.0,590.0,0.3385650224215246,True
CLCN6,339.0,542.0,0.3847900113507378,True
NPPA-AS1,7.0,28.0,0.2,True
NPPB,87.0,300.0,0.2248062015503876,True
KIAA2013,1683.0,2188.0,0.4347713769051924,False
PLOD1,5825.0,10593.0,0.3547935193080765,True
MFN2,1124.0,1191.0,0.4855291576673866,False
MIIP,1861.0,3164.0,0.3703482587064676,True
TNFRSF8,46.0,30.0,0.6052631578947368,False
TNFRSF1B,1077.0,1315.0,0.4502508361204013,False
VPS13D,610.0,904.0,0.4029062087186261,True
AC243836.1,1.0,0.0,1.0,False
DHRS3,1295.0,2207.0,0.3697886921758995,True
AC254633.1,10.0,18.0,0.3571428571428571,True
AADACL4,1.0,0.0,1.0,False
AADACL3,1289.0,1132.0,0.5324246179264767,False
C1orf158,185.0,218.0,0.4590570719602977,False
PRAMEF12,1.0,0.0,1.0,False
HNRNPCL3,2.0,0.0,1.0,False
HNRNPCL2,1.0,0.0,1.0,False
PRDM2,2066.0,2603.0,0.4424930391946883,False
KAZN,1448.0,1635.0,0.4696723970158936,False
TMEM51-AS1,4.0,26.0,0.1333333333333333,True
TMEM51,16.0,76.0,0.1739130434782608,True
FHAD1,7.0,3.0,0.7,False
AL031283.2,4.0,0.0,1.0,False
AL031283.3,1.0,0.0,1.0,False
AL031283.1,22.0,21.0,0.5116279069767442,False
EFHD2,10534.0,10391.0,0.5034169653524492,False
CTRC,0.0,5.0,0.0,True
CELA2A,3.0,0.0,1.0,False
CASP9,274.0,309.0,0.4699828473413379,False
DNAJC16,799.0,1458.0,0.3540097474523704,True
AGMAT,22.0,23.0,0.4888888888888889,False
AL121992.1,2.0,11.0,0.1538461538461538,True
DDI2,1909.0,2380.0,0.4450920960596876,False
PLEKHM2,1623.0,1760.0,0.4797516996748448,False
SLC25A34,60.0,86.0,0.410958904109589,True
SLC25A34-AS1,5.0,7.0,0.4166666666666667,True
TMEM82,10.0,10.0,0.5,False
FBLIM1,3462.0,3473.0,0.4992069214131218,False
UQCRHL,124.0,185.0,0.401294498381877,True
AL450998.2,80.0,146.0,0.3539823008849557,True
SPEN,1695.0,2902.0,0.3687187296062649,True
ZBTB17,353.0,404.0,0.4663143989431968,False
SRARP,5.0,0.0,1.0,False
HSPB7,93.0,45.0,0.6739130434782609,False
CLCNKA,16.0,12.0,0.5714285714285714,False
CLCNKB,2.0,5.0,0.2857142857142857,True
FAM131C,1.0,0.0,1.0,False
EPHA2,263.0,412.0,0.3896296296296296,True
AL451042.2,3.0,9.0,0.25,True
AL451042.1,0.0,6.0,0.0,True
ARHGEF19,74.0,115.0,0.3915343915343915,True
CPLANE2,48.0,67.0,0.417391304347826,False
FBXO42,685.0,1046.0,0.3957250144425188,True
SZRD1,4741.0,3355.0,0.5855978260869565,False
SPATA21,19.0,25.0,0.4318181818181818,False
NECAP2,2082.0,2324.0,0.4725374489332728,False
LINC01772,29.0,83.0,0.2589285714285714,True
AL137802.2,4.0,18.0,0.1818181818181818,True
LINC01783,9.0,15.0,0.375,True
NBPF1,562.0,729.0,0.4353214562354763,False
AL021920.1,1.0,0.0,1.0,False
CROCC,122.0,280.0,0.3034825870646766,True
BX284668.2,19.0,9.0,0.6785714285714286,False
BX284668.5,138.0,205.0,0.4023323615160349,True
BX284668.6,5.0,21.0,0.1923076923076923,True
MFAP2,10834.0,12819.0,0.4580391493679449,False
ATP13A2,3417.0,4708.0,0.4205538461538461,False
SDHB,1650.0,1777.0,0.4814706740589436,False
PADI2,98.0,76.0,0.5632183908045977,False
AL590644.1,14.0,15.0,0.4827586206896552,False
AL590644.3,1.0,0.0,1.0,False
PADI1,810.0,1088.0,0.4267650158061117,False
PADI3,3.0,5.0,0.375,True
PADI4,2.0,4.0,0.3333333333333333,True
AC004824.1,2.0,0.0,1.0,False
RCC2,2574.0,2170.0,0.5425801011804384,False
ARHGEF10L,162.0,84.0,0.6585365853658537,False
KLHDC7A,1.0,0.0,1.0,False
ALDH4A1,606.0,417.0,0.592375366568915,False
IFFO2,373.0,328.0,0.5320970042796006,False
UBR4,1864.0,3007.0,0.3826729624307123,True
AL035413.1,65.0,63.0,0.5078125,False
EMC1,2024.0,3257.0,0.3832607460708199,True
MRTO4,1020.0,1326.0,0.4347826086956521,False
AKR7A3,13.0,24.0,0.3513513513513513,True
AKR7A2,1477.0,2179.0,0.4039934354485777,True
PQLC2,381.0,494.0,0.4354285714285714,False
CAPZB,7567.0,7351.0,0.5072395763507173,False
MINOS1,4376.0,4154.0,0.5130128956623681,False
NBL1,8.0,10.0,0.4444444444444444,False
TMCO4,1580.0,1866.0,0.4585026117237377,False
OTUD3,406.0,623.0,0.3945578231292517,True
PLA2G2D,1.0,3.0,0.25,True
PLA2G2F,23.0,7.0,0.7666666666666667,False
Z98257.1,4.0,0.0,1.0,False
PLA2G2C,1.0,3.0,0.25,True
UBXN10-AS1,8.0,26.0,0.2352941176470588,True
UBXN10,28.0,46.0,0.3783783783783784,True
Z98257.2,1.0,0.0,1.0,False
LINC01141,1.0,0.0,1.0,False
CAMK2N1,1665.0,4697.0,0.2617101540396102,True
MUL1,798.0,902.0,0.4694117647058823,False
FAM43B,2.0,0.0,1.0,False
CDA,1583.0,643.0,0.711141060197664,False
PINK1,2497.0,1990.0,0.5564965455761087,False
PINK1-AS,39.0,45.0,0.4642857142857143,False
DDOST,8508.0,16213.0,0.3441608349176813,True
KIF17,66.0,43.0,0.6055045871559633,False
SH2D5,702.0,298.0,0.702,False
AL663074.1,4.0,0.0,1.0,False
HP1BP3,5140.0,5866.0,0.4670179901871706,False
EIF4G3,1401.0,1572.0,0.4712411705348133,False
ECE1,2232.0,4795.0,0.3176319908922727,True
AL031728.1,2.0,0.0,1.0,False
NBPF3,236.0,375.0,0.3862520458265139,True
ALPL,90.0,76.0,0.5421686746987951,False
RAP1GAP,1029.0,437.0,0.7019099590723056,False
USP48,2145.0,3424.0,0.3851678936972526,True
LDLRAD2,323.0,533.0,0.3773364485981308,True
HSPG2,18384.0,34734.0,0.3460973681237998,True
CELA3B,2.0,3.0,0.4,True
CELA3A,1.0,0.0,1.0,False
CDC42,20243.0,30363.0,0.4000118563016243,True
AL031281.2,2.0,5.0,0.2857142857142857,True
WNT4,69.0,166.0,0.2936170212765957,True
ZBTB40,333.0,517.0,0.3917647058823529,True
EPHA8,1.0,0.0,1.0,False
C1QB,1.0,0.0,1.0,False
EPHB2,578.0,575.0,0.5013009540329575,False
TEX46,0.0,3.0,0.0,True
KDM1A,2366.0,2871.0,0.4517853733053275,False
LUZP1,1828.0,2916.0,0.3853288364249578,True
HTR1D,12.0,16.0,0.4285714285714285,False
LINC01355,45.0,208.0,0.1778656126482213,True
AL109936.6,2.0,6.0,0.25,True
HNRNPR,5916.0,8163.0,0.4202002983166418,False
ZNF436,224.0,330.0,0.4043321299638989,True
ZNF436-AS1,212.0,221.0,0.4896073903002309,False
AL109936.2,4.0,10.0,0.2857142857142857,True
TCEA3,291.0,649.0,0.3095744680851063,True
ASAP3,3718.0,4044.0,0.4790002576655501,False
E2F2,33.0,23.0,0.5892857142857143,False
AL021154.1,3.0,0.0,1.0,False
ID3,21458.0,16384.0,0.5670419111040643,False
MDS2,13.0,22.0,0.3714285714285714,True
RPL11,97818.0,141523.0,0.4086972144346351,True
ELOA,1184.0,1336.0,0.4698412698412698,False
ELOA-AS1,118.0,207.0,0.3630769230769231,True
PITHD1,1354.0,1872.0,0.4197148171109733,False
LYPLA2,2904.0,2642.0,0.5236206274792643,False
GALE,1920.0,2869.0,0.4009187721862601,True
HMGCL,866.0,1108.0,0.4387031408308004,False
FUCA1,1658.0,2904.0,0.3634370889960543,True
CNR2,4.0,5.0,0.4444444444444444,False
PNRC2,3715.0,4525.0,0.4508495145631068,False
SRSF10,2889.0,4009.0,0.4188170484198318,False
AL591178.1,1.0,0.0,1.0,False
MYOM3,1.0,0.0,1.0,False
IL22RA1,0.0,3.0,0.0,True
IFNLR1,80.0,107.0,0.427807486631016,False
GRHL3,25.0,35.0,0.4166666666666667,True
STPG1,296.0,306.0,0.4916943521594684,False
NIPAL3,752.0,1083.0,0.4098092643051771,True
RCAN3,913.0,1307.0,0.4112612612612613,True
AL445686.2,67.0,117.0,0.3641304347826087,True
NCMAP,110.0,97.0,0.5314009661835749,False
SRRM1,11643.0,13462.0,0.4637721569408484,False
CLIC4,10785.0,9084.0,0.5428053752076099,False
RUNX3,3.0,5.0,0.375,True
AL445471.2,2.0,0.0,1.0,False
AL050344.1,1.0,0.0,1.0,False
AL031432.1,6.0,15.0,0.2857142857142857,True
SYF2,6477.0,7317.0,0.4695519791213571,False
AL031432.5,4.0,5.0,0.4444444444444444,False
RSRP1,1226.0,2876.0,0.2988785958069234,True
AL031432.3,3.0,11.0,0.2142857142857142,True
RHD,3.0,5.0,0.375,True
TMEM50A,6416.0,9099.0,0.4135352884305511,True
RHCE,27.0,53.0,0.3375,True
MACO1,964.0,1373.0,0.4124946512623021,True
LDLRAP1,393.0,467.0,0.4569767441860465,False
AL606491.1,2.0,6.0,0.25,True
MAN1C1,2069.0,1304.0,0.6134005336495701,False
AL031280.1,35.0,117.0,0.2302631578947368,True
SELENON,1101.0,1229.0,0.4725321888412017,False
AL020996.1,40.0,46.0,0.4651162790697674,False
MTFR1L,1076.0,1237.0,0.4651967142239516,False
AUNIP,132.0,94.0,0.584070796460177,False
AL033528.2,4.0,7.0,0.3636363636363636,True
PAQR7,1380.0,1254.0,0.5239179954441914,False
STMN1,13664.0,14064.0,0.4927870744373918,False
PAFAH2,665.0,508.0,0.56692242114237,False
EXTL1,27.0,36.0,0.4285714285714285,False
SLC30A2,1854.0,1010.0,0.6473463687150838,False
TRIM63,7.0,12.0,0.3684210526315789,True
PDIK1L,129.0,116.0,0.5265306122448979,False
C1orf232,1.0,3.0,0.25,True
AL391650.1,14.0,17.0,0.4516129032258064,False
ZNF593,5112.0,5442.0,0.4843661171119954,False
CNKSR1,1025.0,1250.0,0.4505494505494505,False
CATSPER4,5.0,7.0,0.4166666666666667,True
CEP85,2039.0,1137.0,0.6420025188916877,False
SH3BGRL3,28591.0,32252.0,0.4699143697713788,False
UBXN11,930.0,1301.0,0.4168534289556252,True
CD52,47.0,47.0,0.5,False
CRYBG2,2579.0,1477.0,0.6358481262327417,False
ZNF683,1.0,0.0,1.0,False
LIN28A,4.0,4.0,0.5,False
DHDDS,734.0,883.0,0.4539270253555967,False
HMGN2,13554.0,13388.0,0.5030806918565808,False
RPS6KA1,1090.0,924.0,0.5412115193644489,False
AL512408.1,7.0,5.0,0.5833333333333334,False
ARID1A,2825.0,4220.0,0.4009936124911284,True
PIGV,258.0,434.0,0.3728323699421965,True
ZDHHC18,872.0,696.0,0.5561224489795918,False
SFN,1102.0,996.0,0.5252621544327931,False
GPN2,640.0,620.0,0.5079365079365079,False
GPATCH3,379.0,347.0,0.522038567493113,False
NUDC,4021.0,4144.0,0.4924678505817513,False
KDF1,615.0,833.0,0.4247237569060773,False
TRNP1,14.0,37.0,0.2745098039215686,True
TENT5B,127.0,203.0,0.3848484848484848,True
SLC9A1,2813.0,3994.0,0.4132510650800646,True
WDTC1,722.0,747.0,0.4914908100748809,False
TMEM222,805.0,1041.0,0.4360780065005417,False
SYTL1,877.0,1569.0,0.3585445625511038,True
MAP3K6,235.0,292.0,0.4459203036053131,False
CD164L2,1.0,4.0,0.2,True
GPR3,1.0,0.0,1.0,False
WASF2,4340.0,6637.0,0.3953721417509337,True
BX293535.1,2.0,20.0,0.0909090909090909,True
AHDC1,235.0,611.0,0.2777777777777778,True
LINC02574,29.0,43.0,0.4027777777777778,True
IFI6,134510.0,184091.0,0.4221895097629951,False
AL445490.1,1.0,0.0,1.0,False
FAM76A,443.0,1038.0,0.2991222147197839,True
STX12,2116.0,2387.0,0.4699089495891628,False
PPP1R8,846.0,734.0,0.5354430379746835,False
THEMIS2,24.0,24.0,0.5,False
RPA2,1005.0,1052.0,0.4885755955274672,False
SMPDL3B,28.0,21.0,0.5714285714285714,False
XKR8,225.0,402.0,0.3588516746411483,True
EYA3,498.0,665.0,0.4282029234737747,False
PTAFR,38.0,34.0,0.5277777777777778,False
DNAJC8,6950.0,6405.0,0.5204043429427181,False
ATP5IF1,10731.0,9841.0,0.5216313435737896,False
AL353622.1,35.0,87.0,0.2868852459016393,True
SESN2,1765.0,1998.0,0.4690406590486314,False
MED18,199.0,277.0,0.4180672268907563,False
PHACTR4,1898.0,3120.0,0.3782383419689119,True
RCC1,519.0,476.0,0.521608040201005,False
TRNAU1AP,857.0,1578.0,0.3519507186858316,True
SNHG12,1446.0,1961.0,0.4244203111241561,False
TAF12,872.0,1253.0,0.4103529411764706,True
RAB42,11.0,20.0,0.3548387096774194,True
LINC01715,3.0,12.0,0.2,True
AL360012.1,104.0,284.0,0.268041237113402,True
GMEB1,675.0,629.0,0.5176380368098159,False
YTHDF2,2752.0,4047.0,0.4047654066774526,True
OPRD1,5.0,0.0,1.0,False
AL009181.1,1.0,0.0,1.0,False
EPB41,289.0,434.0,0.3997233748271093,True
TMEM200B,6.0,9.0,0.4,True
SRSF4,2264.0,4049.0,0.3586250594012355,True
MECR,607.0,917.0,0.3982939632545931,True
PTPRU,230.0,457.0,0.3347889374090247,True
MATN1,4.0,7.0,0.3636363636363636,True
MATN1-AS1,26.0,75.0,0.2574257425742574,True
LINC01778,5.0,0.0,1.0,False
AL445235.1,3.0,0.0,1.0,False
SDC3,1643.0,1734.0,0.4865265028131477,False
PUM1,3466.0,5390.0,0.3913730803974706,True
NKAIN1,14.0,12.0,0.5384615384615384,False
SNRNP40,980.0,1253.0,0.438871473354232,False
ZCCHC17,1974.0,2362.0,0.4552583025830258,False
AL451070.1,2.0,0.0,1.0,False
FABP3,7.0,21.0,0.25,True
SERINC2,11188.0,10664.0,0.5119897492220392,False
TINAGL1,2593.0,4770.0,0.3521662365883471,True
PEF1,1385.0,1383.0,0.5003612716763006,False
AC114488.2,3.0,5.0,0.375,True
AC114488.3,2.0,4.0,0.3333333333333333,True
COL16A1,82.0,166.0,0.3306451612903225,True
ADGRB2,221.0,358.0,0.3816925734024179,True
SPOCD1,20.0,39.0,0.3389830508474576,True
AL354919.1,2.0,0.0,1.0,False
AL136115.2,6.0,20.0,0.2307692307692307,True
PTP4A2,6995.0,6769.0,0.5082098227259517,False
AL136115.1,2.0,0.0,1.0,False
KHDRBS1,4514.0,6510.0,0.4094702467343977,True
AL445248.1,9.0,28.0,0.2432432432432432,True
TMEM39B,221.0,360.0,0.3803786574870912,True
KPNA6,2686.0,2728.0,0.4961211673439231,False
TXLNA,1496.0,1708.0,0.4669163545568039,False
CCDC28B,146.0,208.0,0.4124293785310734,True
AL049795.1,5.0,16.0,0.238095238095238,True
IQCC,38.0,55.0,0.4086021505376344,True
TMEM234,280.0,587.0,0.3229527104959631,True
EIF3I,3644.0,3731.0,0.4941016949152542,False
FAM167B,7.0,30.0,0.1891891891891892,True
LCK,3.0,0.0,1.0,False
HDAC1,2491.0,2546.0,0.4945404010323605,False
MARCKSL1,301.0,392.0,0.4343434343434343,False
TSSK3,8.0,11.0,0.4210526315789473,False
FAM229A,72.0,128.0,0.36,True
BSDC1,1208.0,1316.0,0.4786053882725832,False
ZBTB8B,39.0,40.0,0.4936708860759494,False
ZBTB8A,79.0,141.0,0.359090909090909,True
ZBTB8OS,1368.0,1502.0,0.4766550522648083,False
RBBP4,3888.0,5466.0,0.4156510583707505,True
SYNC,758.0,762.0,0.4986842105263158,False
AC114489.1,2.0,0.0,1.0,False
KIAA1522,740.0,903.0,0.4503956177723676,False
YARS,1376.0,1673.0,0.4512955067235159,False
S100PBP,694.0,906.0,0.43375,False
FNDC5,2.0,6.0,0.25,True
HPCA,4.0,5.0,0.4444444444444444,False
TMEM54,2358.0,2363.0,0.4994704511755984,False
RNF19B,420.0,590.0,0.4158415841584158,True
AL020995.1,3.0,3.0,0.5,False
AK2,2597.0,2686.0,0.4915767556312701,False
AZIN2,8.0,23.0,0.2580645161290322,True
TRIM62,299.0,144.0,0.6749435665914221,False
AL662907.3,1.0,6.0,0.1428571428571428,True
ZNF362,256.0,344.0,0.4266666666666667,False
AL513327.1,0.0,6.0,0.0,True
PHC2,1279.0,1422.0,0.4735283228433913,False
AL513327.2,3.0,4.0,0.4285714285714285,False
ZSCAN20,48.0,74.0,0.3934426229508196,True
CSMD2,14.0,7.0,0.6666666666666666,False
HMGB4,1.0,0.0,1.0,False
SMIM12,760.0,1166.0,0.3946002076843198,True
GJB5,20.0,24.0,0.4545454545454545,False
GJB4,10.0,23.0,0.303030303030303,True
GJB3,18.0,34.0,0.3461538461538461,True
AL122010.1,1.0,0.0,1.0,False
DLGAP3,1.0,0.0,1.0,False
AC114490.3,10.0,56.0,0.1515151515151515,True
AC114490.2,4.0,10.0,0.2857142857142857,True
TMEM35B,8.0,9.0,0.4705882352941176,False
ZMYM6,233.0,288.0,0.4472168905950096,False
ZMYM1,314.0,487.0,0.3920099875156055,True
AL590434.1,2.0,5.0,0.2857142857142857,True
SFPQ,7667.0,9176.0,0.4552039422905658,False
ZMYM4,1262.0,1736.0,0.4209472981987992,False
ZMYM4-AS1,7.0,13.0,0.35,True
KIAA0319L,1716.0,2691.0,0.3893805309734513,True
NCDN,357.0,344.0,0.5092724679029957,False
AC004865.2,25.0,20.0,0.5555555555555556,False
TFAP2E,5.0,5.0,0.5,False
PSMB2,4950.0,5745.0,0.4628330995792426,False
C1orf216,63.0,56.0,0.5294117647058824,False
CLSPN,118.0,151.0,0.4386617100371747,False
AGO4,719.0,1053.0,0.4057562076749436,True
AGO1,315.0,409.0,0.4350828729281768,False
AL139286.2,0.0,4.0,0.0,True
AGO3,739.0,1508.0,0.3288829550511793,True
AL138787.2,2.0,0.0,1.0,False
TEKT2,8.0,6.0,0.5714285714285714,False
ADPRHL2,897.0,1531.0,0.3694398682042834,True
COL8A2,1.0,4.0,0.2,True
TRAPPC3,3227.0,3979.0,0.4478212600610602,False
MAP7D1,4008.0,3572.0,0.5287598944591029,False
