,Avg_expr,is_DE_limma,is_DA_dorothea,is_DA_chromVar,is_DA_MEFISTO,is_DE_and_DA,cluster,ID
ZBTB7B,0.067467,no,yes,no,yes,no,VCT_CCC,VCT_CCC_ZBTB7B
NR6A1,0.539885,yes,no,no,no,no,VCT_CCC,VCT_CCC_NR6A1
ID3,0.786784,yes,no,no,no,no,VCT_CCC,VCT_CCC_ID3
PRDM4,0.074607,no,yes,no,no,no,VCT_CCC,VCT_CCC_PRDM4
DLX4,0.11556,yes,no,no,no,no,VCT_CCC,VCT_CCC_DLX4
DNAJC1,0.270455,yes,yes,no,no,yes,VCT_CCC,VCT_CCC_DNAJC1
TFDP1,0.458608,no,yes,no,yes,no,VCT_CCC,VCT_CCC_TFDP1
FOXF1,0.003451,no,yes,no,no,no,VCT_CCC,VCT_CCC_FOXF1
ZNF90,0.281014,yes,no,no,no,no,VCT_CCC,VCT_CCC_ZNF90
EGR3,0.021787,no,yes,no,yes,no,VCT_CCC,VCT_CCC_EGR3
DNAJC2,0.30785,yes,yes,no,no,yes,VCT_CCC,VCT_CCC_DNAJC2
NFIL3,0.142017,yes,no,no,no,no,VCT_CCC,VCT_CCC_NFIL3
ATF4,0.716769,yes,yes,no,no,yes,VCT_CCC,VCT_CCC_ATF4
USF2,0.161524,yes,yes,no,no,yes,VCT_CCC,VCT_CCC_USF2
NFYB,0.267921,yes,no,no,yes,yes,VCT_CCC,VCT_CCC_NFYB
KLF7,0.029446,no,yes,no,no,no,VCT_CCC,VCT_CCC_KLF7
IRF5,0.004387,no,yes,no,no,no,VCT_CCC,VCT_CCC_IRF5
ZBTB21,0.077801,no,yes,no,no,no,VCT_CCC,VCT_CCC_ZBTB21
LHX6,5.6e-05,no,yes,no,no,no,VCT_CCC,VCT_CCC_LHX6
ZNF589,0.028155,no,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF589
RELA,0.113411,no,yes,no,yes,no,VCT_CCC,VCT_CCC_RELA
TOX2,0.002332,no,yes,no,no,no,VCT_CCC,VCT_CCC_TOX2
BARX2,0.062372,no,yes,no,no,no,VCT_CCC,VCT_CCC_BARX2
MXI1,0.093665,yes,no,no,no,no,VCT_CCC,VCT_CCC_MXI1
KLF9,0.008235,no,yes,no,yes,no,VCT_CCC,VCT_CCC_KLF9
ARNTL2,0.105325,no,yes,no,no,no,VCT_CCC,VCT_CCC_ARNTL2
ZNF562,0.159822,no,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF562
NR1D2,0.068536,no,yes,no,no,no,VCT_CCC,VCT_CCC_NR1D2
BCL11B,0.000802,no,yes,no,no,no,VCT_CCC,VCT_CCC_BCL11B
BHLHA15,not_enough_cells_expr_limma,no,yes,no,no,no,VCT_CCC,VCT_CCC_BHLHA15
ZNF792,0.00215,no,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF792
ZNF175,0.087099,no,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF175
IRX4,0.086172,yes,yes,no,no,yes,VCT_CCC,VCT_CCC_IRX4
FOXE1,not_enough_cells_expr_limma,no,yes,no,no,no,VCT_CCC,VCT_CCC_FOXE1
ZIC1,not_enough_cells_expr_limma,no,yes,no,yes,no,VCT_CCC,VCT_CCC_ZIC1
ZBTB1,0.132197,no,yes,no,no,no,VCT_CCC,VCT_CCC_ZBTB1
JDP2,0.066782,yes,yes,yes,no,yes,VCT_CCC,VCT_CCC_JDP2
IKZF1,0.018125,no,yes,no,no,no,VCT_CCC,VCT_CCC_IKZF1
