,Avg_expr,is_DE_limma,is_DA_dorothea,is_DA_chromVar,is_DA_MEFISTO,is_DE_and_DA,cluster,ID
ZNF879,0.113527,yes,no,no,no,no,GC,GC_ZNF879
DBP,0.0,no,yes,no,no,no,GC,GC_DBP
ZNF397,0.213696,no,yes,no,no,no,GC,GC_ZNF397
BATF3,0.036521,no,yes,no,no,no,GC,GC_BATF3
CXXC1,0.049069,no,yes,no,no,no,GC,GC_CXXC1
TOX,0.0,no,yes,no,no,no,GC,GC_TOX
ZBTB47,0.0,no,yes,no,no,no,GC,GC_ZBTB47
SP1,0.181959,no,yes,no,no,no,GC,GC_SP1
ZBTB7C,0.0,no,yes,no,no,no,GC,GC_ZBTB7C
PRDM8,0.0,no,yes,no,no,no,GC,GC_PRDM8
ZNF239,0.064122,no,yes,no,no,no,GC,GC_ZNF239
TSHZ3,0.0,no,yes,no,no,no,GC,GC_TSHZ3
ZNF764,0.0,no,yes,no,no,no,GC,GC_ZNF764
RFX3,0.599897,no,yes,no,no,no,GC,GC_RFX3
KAT8,0.063615,no,yes,no,no,no,GC,GC_KAT8
BATF2,0.07348,yes,yes,no,no,yes,GC,GC_BATF2
THAP10,0.0,no,yes,no,no,no,GC,GC_THAP10
SSRP1,0.0,no,yes,no,no,no,GC,GC_SSRP1
ZNF646,0.0,no,yes,no,no,no,GC,GC_ZNF646
ZNF547,0.0,no,yes,no,no,no,GC,GC_ZNF547
PLAGL1,0.519857,no,yes,no,no,no,GC,GC_PLAGL1
PURG,0.0,no,yes,no,no,no,GC,GC_PURG
ZNF282,0.176294,no,yes,no,no,no,GC,GC_ZNF282
E2F1,0.102218,yes,no,no,no,no,GC,GC_E2F1
NFKBIB,0.0,no,yes,no,no,no,GC,GC_NFKBIB
ETV2,0.0,no,yes,no,no,no,GC,GC_ETV2
ZNF614,0.0,no,yes,no,no,no,GC,GC_ZNF614
ZNF524,0.071027,no,yes,no,no,no,GC,GC_ZNF524
ZBTB45,0.072357,no,yes,no,no,no,GC,GC_ZBTB45
KLF16,0.180343,no,yes,no,no,no,GC,GC_KLF16
POU6F1,0.0,no,yes,no,no,no,GC,GC_POU6F1
RFX8,0.0,no,yes,no,no,no,GC,GC_RFX8
FOXF1,0.0,no,yes,no,no,no,GC,GC_FOXF1
EGR3,0.0,no,yes,no,no,no,GC,GC_EGR3
EBF2,0.072357,yes,yes,no,no,yes,GC,GC_EBF2
BCL6B,0.0,no,yes,no,no,no,GC,GC_BCL6B
ATF6,0.524659,no,yes,no,no,no,GC,GC_ATF6
ZNF91,0.748391,no,yes,no,no,no,GC,GC_ZNF91
ZNF629,0.0,no,yes,no,no,no,GC,GC_ZNF629
E2F8,0.0,no,yes,no,no,no,GC,GC_E2F8
HOXB2,0.0,no,yes,no,no,no,GC,GC_HOXB2
NCOR2,0.786951,no,yes,no,no,no,GC,GC_NCOR2
ZSCAN5A,0.0,no,yes,no,no,no,GC,GC_ZSCAN5A
FOXO1,0.605814,no,yes,no,no,no,GC,GC_FOXO1
ZNF22,0.077556,no,yes,no,no,no,GC,GC_ZNF22
ZNF195,0.036521,no,yes,no,no,no,GC,GC_ZNF195
PHF5A,0.0,no,yes,no,no,no,GC,GC_PHF5A
PRRX2,0.0,no,yes,no,no,no,GC,GC_PRRX2
ZNF837,0.0,no,yes,no,no,no,GC,GC_ZNF837
ZNF219,0.0,no,yes,no,no,no,GC,GC_ZNF219
PGR,0.167571,yes,no,no,no,no,GC,GC_PGR
ZNF511,0.0,no,yes,no,no,no,GC,GC_ZNF511
ELF4,0.294447,no,yes,no,no,no,GC,GC_ELF4
THAP3,0.074076,no,yes,no,no,no,GC,GC_THAP3
RERE,1.532755,no,yes,no,no,no,GC,GC_RERE
THAP8,0.0,no,yes,no,no,no,GC,GC_THAP8
MYC,0.036521,no,yes,no,no,no,GC,GC_MYC
THAP7,0.190747,yes,yes,no,no,yes,GC,GC_THAP7
ZNF691,0.0,no,yes,no,no,no,GC,GC_ZNF691
ZNF354C,0.0,no,yes,no,no,no,GC,GC_ZNF354C
ZNF48,0.0,no,yes,no,no,no,GC,GC_ZNF48
ZNF628,0.0,no,yes,no,no,no,GC,GC_ZNF628
ZNF467,0.0,no,yes,no,no,no,GC,GC_ZNF467
ZNF775,0.0,no,yes,no,no,no,GC,GC_ZNF775
HOMEZ,0.0,no,yes,no,no,no,GC,GC_HOMEZ
ZKSCAN4,0.0,no,yes,no,no,no,GC,GC_ZKSCAN4
ZNF180,0.0,no,yes,no,no,no,GC,GC_ZNF180
ATF5,0.072357,no,yes,no,no,no,GC,GC_ATF5
MEOX2,0.0,no,yes,no,no,no,GC,GC_MEOX2
ZGLP1,0.0,no,yes,no,no,no,GC,GC_ZGLP1
ZNF431,0.202998,no,yes,no,no,no,GC,GC_ZNF431
ZNF787,0.100643,no,yes,no,no,no,GC,GC_ZNF787
ZNF521,0.0,no,yes,no,no,no,GC,GC_ZNF521
ZNF414,0.0,no,yes,no,no,no,GC,GC_ZNF414
IRX4,0.0,no,yes,no,no,no,GC,GC_IRX4
ETV1,0.102218,yes,no,no,no,no,GC,GC_ETV1
ZNF514,0.126062,yes,no,no,no,no,GC,GC_ZNF514
IRF5,0.0,no,yes,no,no,no,GC,GC_IRF5
TFE3,0.044371,no,yes,no,no,no,GC,GC_TFE3
WIZ,0.0,no,yes,no,no,no,GC,GC_WIZ
TSHZ2,0.09344,no,yes,no,no,no,GC,GC_TSHZ2
ZNF358,0.0,no,yes,no,no,no,GC,GC_ZNF358
NFKBIE,0.0,no,yes,no,no,no,GC,GC_NFKBIE
TFEB,0.0,no,yes,no,no,no,GC,GC_TFEB
NFKBIL1,0.102218,no,yes,no,no,no,GC,GC_NFKBIL1
TONSL,0.044371,no,yes,no,no,no,GC,GC_TONSL
GLI4,0.0,no,yes,no,no,no,GC,GC_GLI4
ZFPM1,0.0,no,yes,no,no,no,GC,GC_ZFPM1
SP140,0.0,no,yes,no,no,no,GC,GC_SP140
ZBTB46,0.116728,no,yes,no,no,no,GC,GC_ZBTB46
VENTX,0.0,no,yes,no,no,no,GC,GC_VENTX
ZNF362,0.0,no,yes,no,no,no,GC,GC_ZNF362
ZNF304,0.121927,yes,no,no,no,no,GC,GC_ZNF304
ZNF771,0.0,no,yes,no,no,no,GC,GC_ZNF771
ZBED6,0.0,no,yes,no,no,no,GC,GC_ZBED6
EBF4,0.0,no,yes,no,no,no,GC,GC_EBF4
KLF15,0.0,no,yes,no,no,no,GC,GC_KLF15
