,Avg_expr,is_DE_limma,is_DA_dorothea,is_DA_chromVar,is_DA_MEFISTO,is_DE_and_DA,cluster,ID
ZNF397,0.100534,no,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF397
NFKBID,0.025611,yes,yes,no,no,yes,VCT_CCC,VCT_CCC_NFKBID
BHLHA15,not_enough_cells_expr_limma,no,yes,no,no,no,VCT_CCC,VCT_CCC_BHLHA15
PHF5A,0.334467,yes,yes,no,no,yes,VCT_CCC,VCT_CCC_PHF5A
ZNF568,0.037706,no,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF568
KLF2,0.093668,yes,no,no,yes,yes,VCT_CCC,VCT_CCC_KLF2
RBPJ,0.572624,no,yes,no,yes,no,VCT_CCC,VCT_CCC_RBPJ
BNC2,0.142294,no,yes,no,no,no,VCT_CCC,VCT_CCC_BNC2
SMARCC1,0.734672,yes,yes,yes,no,yes,VCT_CCC,VCT_CCC_SMARCC1
FOXJ3,0.566134,yes,no,no,no,no,VCT_CCC,VCT_CCC_FOXJ3
ATF3,0.963205,yes,no,no,no,no,VCT_CCC,VCT_CCC_ATF3
ZNF121,0.165787,no,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF121
LRRFIP2,0.331285,yes,no,no,no,no,VCT_CCC,VCT_CCC_LRRFIP2
STAT4,0.045444,yes,no,no,no,no,VCT_CCC,VCT_CCC_STAT4
IKZF1,0.018125,no,yes,no,no,no,VCT_CCC,VCT_CCC_IKZF1
MAX,0.248516,no,yes,no,yes,no,VCT_CCC,VCT_CCC_MAX
STAT2,0.192879,yes,yes,no,no,yes,VCT_CCC,VCT_CCC_STAT2
ZBTB43,0.158423,yes,no,no,no,no,VCT_CCC,VCT_CCC_ZBTB43
SRF,0.110487,yes,no,no,no,no,VCT_CCC,VCT_CCC_SRF
EPAS1,1.01389,yes,yes,no,no,yes,VCT_CCC,VCT_CCC_EPAS1
STAT1,0.191762,yes,yes,no,no,yes,VCT_CCC,VCT_CCC_STAT1
HES6,0.021009,yes,no,no,no,no,VCT_CCC,VCT_CCC_HES6
ARID1A,0.470508,yes,no,no,no,no,VCT_CCC,VCT_CCC_ARID1A
ZNF143,0.116382,yes,no,no,no,no,VCT_CCC,VCT_CCC_ZNF143
PRRX2,0.002168,no,yes,no,no,no,VCT_CCC,VCT_CCC_PRRX2
GCM1,0.456485,yes,no,no,no,no,VCT_CCC,VCT_CCC_GCM1
ID1,0.484023,yes,no,no,no,no,VCT_CCC,VCT_CCC_ID1
ZNF146,0.277593,yes,yes,no,no,yes,VCT_CCC,VCT_CCC_ZNF146
ZNF85,0.082165,yes,no,no,no,no,VCT_CCC,VCT_CCC_ZNF85
ZNF808,0.05561,yes,no,no,no,no,VCT_CCC,VCT_CCC_ZNF808
ZFP92,not_enough_cells_expr_limma,no,yes,no,no,no,VCT_CCC,VCT_CCC_ZFP92
ZBTB1,0.132197,no,yes,no,no,no,VCT_CCC,VCT_CCC_ZBTB1
EBF2,0.000947,no,yes,no,no,no,VCT_CCC,VCT_CCC_EBF2
MYRF,0.00291,no,yes,no,no,no,VCT_CCC,VCT_CCC_MYRF
ZGPAT,0.001193,no,yes,no,no,no,VCT_CCC,VCT_CCC_ZGPAT
NFYA,0.097333,yes,no,no,yes,yes,VCT_CCC,VCT_CCC_NFYA
ZNF540,0.013053,no,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF540
ZNF331,0.39631,no,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF331
FOXO3,0.342812,yes,yes,no,no,yes,VCT_CCC,VCT_CCC_FOXO3
MYCN,0.176569,yes,no,no,yes,yes,VCT_CCC,VCT_CCC_MYCN
HLX,0.004914,no,yes,no,no,no,VCT_CCC,VCT_CCC_HLX
MYC,0.172799,yes,yes,no,yes,yes,VCT_CCC,VCT_CCC_MYC
KLF9,0.008235,no,yes,no,yes,no,VCT_CCC,VCT_CCC_KLF9
SMAD3,0.066221,yes,no,no,no,no,VCT_CCC,VCT_CCC_SMAD3
NFKBIE,0.027173,no,yes,no,no,no,VCT_CCC,VCT_CCC_NFKBIE
HMG20B,0.588222,yes,no,no,no,no,VCT_CCC,VCT_CCC_HMG20B
JUNB,0.685073,yes,yes,yes,no,yes,VCT_CCC,VCT_CCC_JUNB
ERF,0.040124,no,yes,no,yes,no,VCT_CCC,VCT_CCC_ERF
NFKBIL1,0.108878,yes,no,no,no,no,VCT_CCC,VCT_CCC_NFKBIL1
EGR4,0.002316,yes,no,no,yes,yes,VCT_CCC,VCT_CCC_EGR4
MTA2,0.063066,no,yes,no,no,no,VCT_CCC,VCT_CCC_MTA2
TFEC,0.015797,no,yes,no,yes,no,VCT_CCC,VCT_CCC_TFEC
ATF4,0.716769,yes,yes,no,no,yes,VCT_CCC,VCT_CCC_ATF4
IKZF3,0.018857,no,yes,no,no,no,VCT_CCC,VCT_CCC_IKZF3
GTF3A,0.42884,yes,yes,no,no,yes,VCT_CCC,VCT_CCC_GTF3A
GLIS1,0.001195,no,yes,no,no,no,VCT_CCC,VCT_CCC_GLIS1
RUNX1,0.222718,yes,no,no,no,no,VCT_CCC,VCT_CCC_RUNX1
