,Avg_expr,is_DE_limma,is_DA_dorothea,is_DA_chromVar,is_DA_MEFISTO,is_DE_and_DA,cluster,ID
BCL6B,0.0,no,yes,no,no,no,GC,GC_BCL6B
ZNF282,0.176294,no,yes,no,no,no,GC,GC_ZNF282
PRRX1,0.0,no,yes,no,no,no,GC,GC_PRRX1
ZNF691,0.0,no,yes,no,no,no,GC,GC_ZNF691
ZNF580,0.0,no,yes,no,no,no,GC,GC_ZNF580
ZNF195,0.036521,no,yes,no,no,no,GC,GC_ZNF195
ZNF581,0.0,no,yes,no,no,no,GC,GC_ZNF581
GATAD2B,0.373982,no,yes,no,no,no,GC,GC_GATAD2B
ZFP82,0.0,no,yes,no,no,no,GC,GC_ZFP82
NFKBIE,0.0,no,yes,no,no,no,GC,GC_NFKBIE
ESR1,0.297494,yes,no,no,no,no,GC,GC_ESR1
OSR2,0.04864,no,yes,no,no,no,GC,GC_OSR2
ZFHX4,0.0,no,yes,no,no,no,GC,GC_ZFHX4
HOXC4,0.072357,yes,no,no,no,no,GC,GC_HOXC4
EBF2,0.072357,yes,yes,no,no,yes,GC,GC_EBF2
ZNF444,0.072357,no,yes,no,no,no,GC,GC_ZNF444
KLF16,0.180343,no,yes,no,no,no,GC,GC_KLF16
ZNF514,0.126062,yes,no,no,no,no,GC,GC_ZNF514
ZNF646,0.0,no,yes,no,no,no,GC,GC_ZNF646
ELF4,0.294447,no,yes,no,no,no,GC,GC_ELF4
FOXO1,0.605814,no,yes,no,no,no,GC,GC_FOXO1
MYC,0.036521,no,yes,no,no,no,GC,GC_MYC
NFKBIL1,0.102218,no,yes,no,no,no,GC,GC_NFKBIL1
ZNF768,0.0,no,yes,no,no,no,GC,GC_ZNF768
TBPL1,0.153688,no,yes,no,no,no,GC,GC_TBPL1
PHF5A,0.0,no,yes,no,no,no,GC,GC_PHF5A
HMGXB3,0.431154,no,yes,no,no,no,GC,GC_HMGXB3
ZNF521,0.0,no,yes,no,no,no,GC,GC_ZNF521
ZNF358,0.0,no,yes,no,no,no,GC,GC_ZNF358
ZNF34,0.153114,yes,no,no,no,no,GC,GC_ZNF34
E4F1,0.126308,no,yes,no,no,no,GC,GC_E4F1
ZNF469,0.0,no,yes,no,no,no,GC,GC_ZNF469
ID4,0.0,no,yes,no,no,no,GC,GC_ID4
BHLHA15,not_enough_cells_expr_limma,no,yes,no,no,no,GC,GC_BHLHA15
ZNF354C,0.0,no,yes,no,no,no,GC,GC_ZNF354C
TCF21,0.0,no,yes,no,no,no,GC,GC_TCF21
ZBTB22,0.04864,no,yes,no,no,no,GC,GC_ZBTB22
CSRNP1,0.053951,no,yes,no,no,no,GC,GC_CSRNP1
PGR,0.167571,yes,no,no,no,no,GC,GC_PGR
ZNF35,0.0,no,yes,no,no,no,GC,GC_ZNF35
NCOR2,0.786951,no,yes,no,no,no,GC,GC_NCOR2
ZNF212,0.0,no,yes,no,no,no,GC,GC_ZNF212
HMBOX1,0.561467,no,yes,no,no,no,GC,GC_HMBOX1
BCL11A,0.126062,yes,no,no,no,no,GC,GC_BCL11A
ZNF575,0.0,no,yes,no,no,no,GC,GC_ZNF575
ZBTB42,0.0,no,yes,no,no,no,GC,GC_ZBTB42
BNC2,0.359596,no,yes,no,no,no,GC,GC_BNC2
MIER2,0.180161,no,yes,no,no,no,GC,GC_MIER2
ZNF335,0.074076,no,yes,no,no,no,GC,GC_ZNF335
ZSCAN16,0.0,no,yes,no,no,no,GC,GC_ZSCAN16
ETS1,0.036521,no,yes,no,no,no,GC,GC_ETS1
ZNF579,0.0,no,yes,no,no,no,GC,GC_ZNF579
SSRP1,0.0,no,yes,no,no,no,GC,GC_SSRP1
E2F1,0.102218,yes,no,no,no,no,GC,GC_E2F1
ZNF511,0.0,no,yes,no,no,no,GC,GC_ZNF511
RFX8,0.0,no,yes,no,no,no,GC,GC_RFX8
ZNF224,0.0,no,yes,no,no,no,GC,GC_ZNF224
NFKBIZ,0.171403,no,yes,no,no,no,GC,GC_NFKBIZ
HEYL,0.0,no,yes,no,no,no,GC,GC_HEYL
JDP2,0.04864,no,yes,no,yes,no,GC,GC_JDP2
SP5,0.0,no,yes,no,no,no,GC,GC_SP5
SOX12,0.0,no,yes,no,no,no,GC,GC_SOX12
ZBTB1,0.174047,no,yes,no,no,no,GC,GC_ZBTB1
HMG20B,0.271406,no,yes,no,no,no,GC,GC_HMG20B
ZNF771,0.0,no,yes,no,no,no,GC,GC_ZNF771
PRDM15,0.247118,yes,no,no,no,no,GC,GC_PRDM15
ZNF219,0.0,no,yes,no,no,no,GC,GC_ZNF219
HLX,0.0,no,yes,no,no,no,GC,GC_HLX
RFX3,0.599897,no,yes,no,no,no,GC,GC_RFX3
ZNF480,0.064122,no,yes,no,no,no,GC,GC_ZNF480
ZBTB48,0.122716,no,yes,no,no,no,GC,GC_ZBTB48
SPIC,0.04864,yes,no,no,no,no,GC,GC_SPIC
TONSL,0.044371,no,yes,no,no,no,GC,GC_TONSL
ZNF414,0.0,no,yes,no,no,no,GC,GC_ZNF414
HOXD9,0.102218,yes,no,no,no,no,GC,GC_HOXD9
HOXB2,0.0,no,yes,no,no,no,GC,GC_HOXB2
SP6,0.102218,yes,no,no,no,no,GC,GC_SP6
ZNF215,0.064122,no,yes,no,no,no,GC,GC_ZNF215
THAP8,0.0,no,yes,no,no,no,GC,GC_THAP8
ZNF341,0.0,no,yes,no,no,no,GC,GC_ZNF341
ZKSCAN7,0.071027,yes,no,no,no,no,GC,GC_ZKSCAN7
ZNF416,0.0,no,yes,no,no,no,GC,GC_ZNF416
SMARCA5,0.311824,no,yes,no,no,no,GC,GC_SMARCA5
ZNF595,0.406492,yes,no,no,no,no,GC,GC_ZNF595
ZNF787,0.100643,no,yes,no,no,no,GC,GC_ZNF787
THAP4,0.287673,no,yes,no,no,no,GC,GC_THAP4
SP1,0.181959,no,yes,no,no,no,GC,GC_SP1
ZNF397,0.213696,no,yes,no,no,no,GC,GC_ZNF397
ZNF446,0.0,no,yes,no,no,no,GC,GC_ZNF446
STAT2,0.835545,no,yes,no,no,no,GC,GC_STAT2
ZNF572,0.049069,yes,no,no,no,no,GC,GC_ZNF572
ZNF91,0.748391,no,yes,no,no,no,GC,GC_ZNF91
ATF6,0.524659,no,yes,no,no,no,GC,GC_ATF6
PPP1R13L,0.33694,no,yes,no,no,no,GC,GC_PPP1R13L
ZKSCAN4,0.0,no,yes,no,no,no,GC,GC_ZKSCAN4
ZNF764,0.0,no,yes,no,no,no,GC,GC_ZNF764
FOXO6,0.0,no,yes,no,no,no,GC,GC_FOXO6
ZNF467,0.0,no,yes,no,no,no,GC,GC_ZNF467
SCX,0.098323,no,yes,no,no,no,GC,GC_SCX
ZNF784,0.0,no,yes,no,no,no,GC,GC_ZNF784
ATF6B,0.318482,no,yes,no,no,no,GC,GC_ATF6B
ZNF775,0.0,no,yes,no,no,no,GC,GC_ZNF775
ZNF2,0.0,no,yes,no,no,no,GC,GC_ZNF2
ZBTB7C,0.0,no,yes,no,no,no,GC,GC_ZBTB7C
ZNF526,0.0,no,yes,no,no,no,GC,GC_ZNF526
ZNF296,0.0,no,yes,no,no,no,GC,GC_ZNF296
SP140,0.0,no,yes,no,no,no,GC,GC_SP140
SOX7,0.072357,yes,no,no,no,no,GC,GC_SOX7
THAP3,0.074076,no,yes,no,no,no,GC,GC_THAP3
ZNF696,0.0,no,yes,no,no,no,GC,GC_ZNF696
TSHZ3,0.0,no,yes,no,no,no,GC,GC_TSHZ3
ZNF423,0.121927,no,yes,no,no,no,GC,GC_ZNF423
ZNF672,0.206843,no,yes,no,no,no,GC,GC_ZNF672
HAND2,0.114077,no,yes,no,no,no,GC,GC_HAND2
ZNF362,0.0,no,yes,no,no,no,GC,GC_ZNF362
ZBED4,0.149811,no,yes,no,no,no,GC,GC_ZBED4
STAT1,0.555395,no,yes,no,no,no,GC,GC_STAT1
RCOR1,1.39628,no,yes,no,no,no,GC,GC_RCOR1
KLF15,0.0,no,yes,no,no,no,GC,GC_KLF15
ZNF213,0.108256,no,yes,no,no,no,GC,GC_ZNF213
LYAR,0.112525,no,yes,no,no,no,GC,GC_LYAR
ZNF689,0.0,no,yes,no,no,no,GC,GC_ZNF689
ZNF276,0.166103,no,yes,no,no,no,GC,GC_ZNF276
TSHZ2,0.09344,no,yes,no,no,no,GC,GC_TSHZ2
BATF2,0.07348,yes,yes,no,no,yes,GC,GC_BATF2
DBP,0.0,no,yes,no,no,no,GC,GC_DBP
ZGLP1,0.0,no,yes,no,no,no,GC,GC_ZGLP1
POU6F1,0.0,no,yes,no,no,no,GC,GC_POU6F1
CREB1,0.323154,no,yes,no,no,no,GC,GC_CREB1
ATF5,0.072357,no,yes,no,no,no,GC,GC_ATF5
TBX20,0.328575,yes,no,no,no,no,GC,GC_TBX20
ETV1,0.102218,yes,no,no,no,no,GC,GC_ETV1
ZNF627,0.036521,no,yes,no,no,no,GC,GC_ZNF627
ZFP69,0.098349,yes,no,no,no,no,GC,GC_ZFP69
ARNTL2,0.114077,no,yes,no,no,no,GC,GC_ARNTL2
ZNF816,0.0,no,yes,no,no,no,GC,GC_ZNF816
PRRX2,0.0,no,yes,no,no,no,GC,GC_PRRX2
ZBTB46,0.116728,no,yes,no,no,no,GC,GC_ZBTB46
ZNF879,0.113527,yes,no,no,no,no,GC,GC_ZNF879
E2F8,0.0,no,yes,no,no,no,GC,GC_E2F8
EGR3,0.0,no,yes,no,no,no,GC,GC_EGR3
TOX,0.0,no,yes,no,no,no,GC,GC_TOX
TBX2,0.0,no,yes,no,no,no,GC,GC_TBX2
