,Avg_expr,is_DE_limma,is_DA_dorothea,is_DA_chromVar,is_DA_MEFISTO,is_DE_and_DA,cluster,ID
GCM1,2.208438,yes,yes,no,no,yes,eEVT,eEVT_GCM1
ARNTL,0.167571,yes,no,no,no,no,eEVT,eEVT_ARNTL
TSHZ2,0.356847,yes,no,no,no,no,eEVT,eEVT_TSHZ2
MYCL,0.116897,no,yes,no,no,no,eEVT,eEVT_MYCL
ZNF438,0.561511,yes,no,no,no,no,eEVT,eEVT_ZNF438
ZNF816,0.0,no,yes,no,no,no,eEVT,eEVT_ZNF816
ZNF264,0.216207,no,yes,no,no,no,eEVT,eEVT_ZNF264
ZNF655,0.156158,no,yes,no,no,no,eEVT,eEVT_ZNF655
LHX4,0.034749,no,yes,no,no,no,eEVT,eEVT_LHX4
RORC,0.0,no,yes,no,no,no,eEVT,eEVT_RORC
ARID4A,0.394047,no,yes,no,no,no,eEVT,eEVT_ARID4A
MIER2,0.14416,no,yes,no,no,no,eEVT,eEVT_MIER2
ZNF664,0.034619,no,yes,no,no,no,eEVT,eEVT_ZNF664
ZNF528,0.051691,no,yes,no,no,no,eEVT,eEVT_ZNF528
ZNF787,0.138659,no,yes,no,no,no,eEVT,eEVT_ZNF787
LRRFIP1,1.784224,yes,no,no,no,no,eEVT,eEVT_LRRFIP1
ZSCAN9,0.107139,no,yes,no,no,no,eEVT,eEVT_ZSCAN9
E4F1,0.301502,no,yes,no,no,no,eEVT,eEVT_E4F1
IKZF2,0.102114,no,yes,no,no,no,eEVT,eEVT_IKZF2
ZBTB39,0.0,no,yes,no,no,no,eEVT,eEVT_ZBTB39
ZSCAN29,0.097022,no,yes,no,no,no,eEVT,eEVT_ZSCAN29
ZFHX2,0.0,no,yes,no,no,no,eEVT,eEVT_ZFHX2
GFI1B,0.033961,yes,no,no,no,no,eEVT,eEVT_GFI1B
MAX,0.569321,yes,no,no,no,no,eEVT,eEVT_MAX
TFE3,0.192249,no,yes,no,no,no,eEVT,eEVT_TFE3
ZBTB25,0.145984,no,yes,no,no,no,eEVT,eEVT_ZBTB25
ZNF235,0.396777,yes,no,no,no,no,eEVT,eEVT_ZNF235
PAX6,0.058813,yes,no,no,no,no,eEVT,eEVT_PAX6
ELF1,1.583648,yes,yes,no,no,yes,eEVT,eEVT_ELF1
HMGXB4,0.261739,no,yes,no,no,no,eEVT,eEVT_HMGXB4
ZNF461,0.073548,no,yes,no,no,no,eEVT,eEVT_ZNF461
ZNF48,0.0,no,yes,no,no,no,eEVT,eEVT_ZNF48
ZNF644,0.592381,no,yes,no,no,no,eEVT,eEVT_ZNF644
ZNF292,0.955006,no,yes,no,no,no,eEVT,eEVT_ZNF292
ZNF197,0.050252,no,yes,no,no,no,eEVT,eEVT_ZNF197
ZNF708,0.474493,yes,yes,no,no,yes,eEVT,eEVT_ZNF708
ZIC4,0.0,no,yes,no,no,no,eEVT,eEVT_ZIC4
TFAP2B,0.0,no,yes,no,no,no,eEVT,eEVT_TFAP2B
RFX7,0.422697,no,yes,no,no,no,eEVT,eEVT_RFX7
ZNF570,0.239831,yes,yes,no,no,yes,eEVT,eEVT_ZNF570
ZNF493,0.105421,no,yes,no,no,no,eEVT,eEVT_ZNF493
ZNF425,0.124737,yes,no,no,no,no,eEVT,eEVT_ZNF425
ZBTB6,0.013063,no,yes,no,no,no,eEVT,eEVT_ZBTB6
ZXDA,0.0,no,yes,no,no,no,eEVT,eEVT_ZXDA
L3MBTL1,0.311106,no,yes,no,no,no,eEVT,eEVT_L3MBTL1
ZBED4,0.261406,no,yes,no,no,no,eEVT,eEVT_ZBED4
DMAP1,0.167831,no,yes,no,no,no,eEVT,eEVT_DMAP1
NHLH1,0.0,no,yes,no,no,no,eEVT,eEVT_NHLH1
ZNF692,0.31409,yes,yes,no,no,yes,eEVT,eEVT_ZNF692
ZFP90,0.061894,no,yes,no,no,no,eEVT,eEVT_ZFP90
HOMEZ,0.010035,no,yes,no,no,no,eEVT,eEVT_HOMEZ
PLAG1,0.151338,no,yes,no,no,no,eEVT,eEVT_PLAG1
ZNF776,0.0,no,yes,no,no,no,eEVT,eEVT_ZNF776
PBX4,0.267809,no,yes,no,no,no,eEVT,eEVT_PBX4
THAP6,0.099306,no,yes,no,no,no,eEVT,eEVT_THAP6
OTX1,0.0,no,yes,no,no,no,eEVT,eEVT_OTX1
ARID3B,0.741599,yes,yes,no,no,yes,eEVT,eEVT_ARID3B
