,Avg_expr,is_DE_limma,is_DA_dorothea,is_DA_chromVar,is_DA_MEFISTO,is_DE_and_DA,cluster,ID
ZBTB48,0.122716,no,yes,no,no,no,GC,GC_ZBTB48
ZNF276,0.166103,no,yes,no,no,no,GC,GC_ZNF276
ZNF595,0.406492,yes,no,no,no,no,GC,GC_ZNF595
ZBTB45,0.072357,no,yes,no,no,no,GC,GC_ZBTB45
ZNF180,0.0,no,yes,no,no,no,GC,GC_ZNF180
ZNF414,0.0,no,yes,no,no,no,GC,GC_ZNF414
ZNF691,0.0,no,yes,no,no,no,GC,GC_ZNF691
ZBTB17,0.072357,no,yes,no,no,no,GC,GC_ZBTB17
HLX,0.0,no,yes,no,no,no,GC,GC_HLX
ZNF692,0.0,no,yes,no,no,no,GC,GC_ZNF692
SP6,0.102218,yes,no,no,no,no,GC,GC_SP6
CSRNP1,0.053951,no,yes,no,no,no,GC,GC_CSRNP1
ZNF668,0.064122,no,yes,no,no,no,GC,GC_ZNF668
ZNF771,0.0,no,yes,no,no,no,GC,GC_ZNF771
ZNF132,0.0,no,yes,no,no,no,GC,GC_ZNF132
ZNF205,0.063885,no,yes,no,no,no,GC,GC_ZNF205
ZNF35,0.0,no,yes,no,no,no,GC,GC_ZNF35
ASCL2,1.317874,no,yes,no,no,no,GC,GC_ASCL2
ZGLP1,0.0,no,yes,no,no,no,GC,GC_ZGLP1
ZNF614,0.0,no,yes,no,no,no,GC,GC_ZNF614
OSR2,0.04864,no,yes,no,no,no,GC,GC_OSR2
ZNF485,0.0,no,yes,no,no,no,GC,GC_ZNF485
SP140,0.0,no,yes,no,no,no,GC,GC_SP140
KAT8,0.063615,no,yes,no,no,no,GC,GC_KAT8
GLI4,0.0,no,yes,no,no,no,GC,GC_GLI4
ZFP82,0.0,no,yes,no,no,no,GC,GC_ZFP82
MLX,0.0,no,yes,no,no,no,GC,GC_MLX
ZNF517,0.102592,yes,yes,no,no,yes,GC,GC_ZNF517
SOX18,0.0,no,yes,no,no,no,GC,GC_SOX18
