,Avg_expr,is_DE_limma,is_DA_dorothea,is_DA_chromVar,is_DA_MEFISTO,is_DE_and_DA,cluster,ID
ZNF397,0.213696,no,yes,no,no,no,GC,GC_ZNF397
ZNF239,0.064122,no,yes,no,no,no,GC,GC_ZNF239
ZNF768,0.0,no,yes,no,no,no,GC,GC_ZNF768
POU6F1,0.0,no,yes,no,no,no,GC,GC_POU6F1
ZNF787,0.100643,no,yes,no,no,no,GC,GC_ZNF787
ID4,0.0,no,yes,no,no,no,GC,GC_ID4
ZKSCAN4,0.0,no,yes,no,no,no,GC,GC_ZKSCAN4
CREB1,0.323154,no,yes,no,no,no,GC,GC_CREB1
BCL11A,0.126062,yes,no,no,no,no,GC,GC_BCL11A
BHLHA15,not_enough_cells_expr_limma,no,yes,no,no,no,GC,GC_BHLHA15
NFKBID,0.0,no,yes,no,no,no,GC,GC_NFKBID
PHF5A,0.0,no,yes,no,no,no,GC,GC_PHF5A
ZNF580,0.0,no,yes,no,no,no,GC,GC_ZNF580
ZNF581,0.0,no,yes,no,no,no,GC,GC_ZNF581
THAP3,0.074076,no,yes,no,no,no,GC,GC_THAP3
ZNF575,0.0,no,yes,no,no,no,GC,GC_ZNF575
HOMEZ,0.0,no,yes,no,no,no,GC,GC_HOMEZ
SMARCA5,0.311824,no,yes,no,no,no,GC,GC_SMARCA5
ZNF526,0.0,no,yes,no,no,no,GC,GC_ZNF526
TCF21,0.0,no,yes,no,no,no,GC,GC_TCF21
BNC2,0.359596,no,yes,no,no,no,GC,GC_BNC2
ZFP64,0.036521,no,yes,no,no,no,GC,GC_ZFP64
DBP,0.0,no,yes,no,no,no,GC,GC_DBP
ZNF764,0.0,no,yes,no,no,no,GC,GC_ZNF764
ZNF514,0.126062,yes,no,no,no,no,GC,GC_ZNF514
ZNF34,0.153114,yes,no,no,no,no,GC,GC_ZNF34
MEOX2,0.0,no,yes,no,no,no,GC,GC_MEOX2
ZNF362,0.0,no,yes,no,no,no,GC,GC_ZNF362
MESP1,0.0,no,yes,no,no,no,GC,GC_MESP1
IRX4,0.0,no,yes,no,no,no,GC,GC_IRX4
ZSCAN5A,0.0,no,yes,no,no,no,GC,GC_ZSCAN5A
HIF1A,0.251889,no,yes,no,no,no,GC,GC_HIF1A
ZBTB42,0.0,no,yes,no,no,no,GC,GC_ZBTB42
ELF4,0.294447,no,yes,no,no,no,GC,GC_ELF4
TFEB,0.0,no,yes,no,no,no,GC,GC_TFEB
ZNF517,0.102592,yes,yes,no,no,yes,GC,GC_ZNF517
ZNF524,0.071027,no,yes,no,no,no,GC,GC_ZNF524
ZNF358,0.0,no,yes,no,no,no,GC,GC_ZNF358
RFX8,0.0,no,yes,no,no,no,GC,GC_RFX8
ZNF480,0.064122,no,yes,no,no,no,GC,GC_ZNF480
ZNF48,0.0,no,yes,no,no,no,GC,GC_ZNF48
ZNF205,0.063885,no,yes,no,no,no,GC,GC_ZNF205
ZNF691,0.0,no,yes,no,no,no,GC,GC_ZNF691
PGR,0.167571,yes,no,no,no,no,GC,GC_PGR
ZNF485,0.0,no,yes,no,no,no,GC,GC_ZNF485
LEF1,0.14231,yes,no,no,no,no,GC,GC_LEF1
STAT2,0.835545,no,yes,no,no,no,GC,GC_STAT2
ZNF579,0.0,no,yes,no,no,no,GC,GC_ZNF579
THAP8,0.0,no,yes,no,no,no,GC,GC_THAP8
SCX,0.098323,no,yes,no,no,no,GC,GC_SCX
TOX,0.0,no,yes,no,no,no,GC,GC_TOX
RFX3,0.599897,no,yes,no,no,no,GC,GC_RFX3
STAT1,0.555395,no,yes,no,no,no,GC,GC_STAT1
TRERF1,0.0,no,yes,no,no,no,GC,GC_TRERF1
ZNF629,0.0,no,yes,no,no,no,GC,GC_ZNF629
ZNF689,0.0,no,yes,no,no,no,GC,GC_ZNF689
TBPL1,0.153688,no,yes,no,no,no,GC,GC_TBPL1
TONSL,0.044371,no,yes,no,no,no,GC,GC_TONSL
HOXC4,0.072357,yes,no,no,no,no,GC,GC_HOXC4
E2F8,0.0,no,yes,no,no,no,GC,GC_E2F8
ZFP69,0.098349,yes,no,no,no,no,GC,GC_ZFP69
PRRX2,0.0,no,yes,no,no,no,GC,GC_PRRX2
RCOR3,0.289874,no,yes,no,no,no,GC,GC_RCOR3
ZBTB7C,0.0,no,yes,no,no,no,GC,GC_ZBTB7C
E2F1,0.102218,yes,no,no,no,no,GC,GC_E2F1
EGR3,0.0,no,yes,no,no,no,GC,GC_EGR3
KLF16,0.180343,no,yes,no,no,no,GC,GC_KLF16
ATF6,0.524659,no,yes,no,no,no,GC,GC_ATF6
THAP4,0.287673,no,yes,no,no,no,GC,GC_THAP4
ZBTB1,0.174047,no,yes,no,no,no,GC,GC_ZBTB1
GLIS2,0.0,no,yes,no,no,no,GC,GC_GLIS2
ZNF837,0.0,no,yes,no,no,no,GC,GC_ZNF837
EBF2,0.072357,yes,yes,no,no,yes,GC,GC_EBF2
ZNF132,0.0,no,yes,no,no,no,GC,GC_ZNF132
ZNF446,0.0,no,yes,no,no,no,GC,GC_ZNF446
ATF6B,0.318482,no,yes,no,no,no,GC,GC_ATF6B
BATF3,0.036521,no,yes,no,yes,no,GC,GC_BATF3
ZNF91,0.748391,no,yes,no,no,no,GC,GC_ZNF91
ZNF784,0.0,no,yes,no,no,no,GC,GC_ZNF784
HOXD9,0.102218,yes,no,no,no,no,GC,GC_HOXD9
ZNF628,0.0,no,yes,no,no,no,GC,GC_ZNF628
VENTX,0.0,no,yes,no,no,no,GC,GC_VENTX
MIER2,0.180161,no,yes,no,no,no,GC,GC_MIER2
ZNF304,0.121927,yes,no,no,no,no,GC,GC_ZNF304
ZNF536,0.098349,yes,no,no,no,no,GC,GC_ZNF536
ZFP1,0.191622,yes,no,no,no,no,GC,GC_ZFP1
GLI4,0.0,no,yes,no,no,no,GC,GC_GLI4
ZNF224,0.0,no,yes,no,no,no,GC,GC_ZNF224
PLAGL1,0.519857,no,yes,no,no,no,GC,GC_PLAGL1
ZNF692,0.0,no,yes,no,no,no,GC,GC_ZNF692
FOXF1,0.0,no,yes,no,no,no,GC,GC_FOXF1
NRL,0.0,no,yes,no,no,no,GC,GC_NRL
ZNF341,0.0,no,yes,no,no,no,GC,GC_ZNF341
ATOH8,0.0,no,yes,no,no,no,GC,GC_ATOH8
ZNF200,0.04864,no,yes,no,no,no,GC,GC_ZNF200
NFKBIZ,0.171403,no,yes,no,no,no,GC,GC_NFKBIZ
KAT8,0.063615,no,yes,no,no,no,GC,GC_KAT8
SPIC,0.04864,yes,no,no,no,no,GC,GC_SPIC
SOX7,0.072357,yes,no,no,no,no,GC,GC_SOX7
HLX,0.0,no,yes,no,no,no,GC,GC_HLX
ZNF276,0.166103,no,yes,no,no,no,GC,GC_ZNF276
ZBTB47,0.0,no,yes,no,no,no,GC,GC_ZBTB47
MYC,0.036521,no,yes,no,no,no,GC,GC_MYC
SSRP1,0.0,no,yes,no,no,no,GC,GC_SSRP1
EBF4,0.0,no,yes,no,no,no,GC,GC_EBF4
ZFHX4,0.0,no,yes,no,no,no,GC,GC_ZFHX4
ZBED6,0.0,no,yes,no,no,no,GC,GC_ZBED6
NFKBIE,0.0,no,yes,no,no,no,GC,GC_NFKBIE
HMG20B,0.271406,no,yes,no,no,no,GC,GC_HMG20B
ZNF408,0.0,no,yes,no,no,no,GC,GC_ZNF408
ZNF511,0.0,no,yes,no,no,no,GC,GC_ZNF511
ZNF35,0.0,no,yes,no,no,no,GC,GC_ZNF35
ZFPM1,0.0,no,yes,no,no,no,GC,GC_ZFPM1
PRDM8,0.0,no,yes,no,no,no,GC,GC_PRDM8
ZNF195,0.036521,no,yes,no,no,no,GC,GC_ZNF195
NFKBIB,0.0,no,yes,no,no,no,GC,GC_NFKBIB
ETV2,0.0,no,yes,no,no,no,GC,GC_ETV2
PURG,0.0,no,yes,no,no,no,GC,GC_PURG
ZNF771,0.0,no,yes,no,no,no,GC,GC_ZNF771
ZNF32,0.0,no,yes,no,no,no,GC,GC_ZNF32
E4F1,0.126308,no,yes,no,no,no,GC,GC_E4F1
ZNF879,0.113527,yes,no,no,no,no,GC,GC_ZNF879
NFKBIL1,0.102218,no,yes,no,no,no,GC,GC_NFKBIL1
MLX,0.0,no,yes,no,no,no,GC,GC_MLX
ZNF296,0.0,no,yes,no,no,no,GC,GC_ZNF296
TSHZ3,0.0,no,yes,no,no,no,GC,GC_TSHZ3
SOX18,0.0,no,yes,no,no,no,GC,GC_SOX18
TFEC,0.074076,no,yes,no,no,no,GC,GC_TFEC
ZNF627,0.036521,no,yes,no,no,no,GC,GC_ZNF627
ZNF76,0.068919,no,yes,no,no,no,GC,GC_ZNF76
ASCL2,1.317874,no,yes,no,no,no,GC,GC_ASCL2
GTF3A,0.0,no,yes,no,no,no,GC,GC_GTF3A
BATF2,0.07348,yes,yes,no,no,yes,GC,GC_BATF2
FOXO6,0.0,no,yes,no,no,no,GC,GC_FOXO6
ATF5,0.072357,no,yes,no,no,no,GC,GC_ATF5
PPP1R13L,0.33694,no,yes,no,no,no,GC,GC_PPP1R13L
ZBTB46,0.116728,no,yes,no,no,no,GC,GC_ZBTB46
MXD4,0.393713,no,yes,no,no,no,GC,GC_MXD4
ZNF213,0.108256,no,yes,no,no,no,GC,GC_ZNF213
LYAR,0.112525,no,yes,no,no,no,GC,GC_LYAR
STAT5A,0.215745,yes,no,no,no,no,GC,GC_STAT5A
MEIS3,0.0,no,yes,no,no,no,GC,GC_MEIS3
RERE,1.532755,no,yes,no,no,no,GC,GC_RERE
CSRNP1,0.053951,no,yes,no,no,no,GC,GC_CSRNP1
ZNF816,0.0,no,yes,no,no,no,GC,GC_ZNF816
HAND2,0.114077,no,yes,no,no,no,GC,GC_HAND2
RCOR1,1.39628,no,yes,no,no,no,GC,GC_RCOR1
OSR2,0.04864,no,yes,no,no,no,GC,GC_OSR2
ZNF574,0.0,no,yes,no,no,no,GC,GC_ZNF574
DNAJC1,0.976532,no,yes,no,no,no,GC,GC_DNAJC1
THAP10,0.0,no,yes,no,no,no,GC,GC_THAP10
GATAD2B,0.373982,no,yes,no,no,no,GC,GC_GATAD2B
